,yyyy,mm,tmax,tmin,af_days,rain_mm,sun_hours
422,1888.0,3.0,6.9,0.9,15.0,77.6,74.03999999999999
423,1888.0,4.0,10.4,3.0,8.0,39.5,126.2
424,1888.0,5.0,16.3,6.3,0.0,39.4,185.82
425,1888.0,6.0,18.3,9.6,0.0,77.0,130.96
426,1888.0,7.0,18.0,10.9,0.0,119.6,115.47999999999999
427,1888.0,8.0,19.0,10.5,0.0,47.6,161.68
428,1888.0,9.0,17.6,8.8,0.0,33.0,192.14000000000001
429,1888.0,10.0,13.0,3.7,9.0,19.5,156.85999999999999
430,1888.0,11.0,10.5,6.0,0.0,114.8,115.48000000000002
431,1888.0,12.0,7.6,2.5,11.0,56.8,114.62
432,1889.0,1.0,5.1,-0.1,14.0,16.1,98.22
433,1889.0,2.0,5.8,-0.4,17.0,47.7,91.52
434,1889.0,3.0,9.0,1.4,12.0,50.4,117.31999999999998
435,1889.0,4.0,10.9,3.8,1.0,79.0,90.0
436,1889.0,5.0,17.3,8.9,0.0,87.4,137.14000000000001
437,1889.0,6.0,20.6,10.9,0.0,50.5,168.2
438,1889.0,7.0,20.0,11.3,0.0,72.4,130.71999999999997
439,1889.0,8.0,19.6,10.8,0.0,60.7,132.06
440,1889.0,9.0,17.5,9.1,0.0,45.2,161.68
441,1889.0,10.0,12.8,5.4,1.0,62.5,109.78
442,1889.0,11.0,9.5,4.3,4.0,26.5,149.58
443,1889.0,12.0,5.6,0.1,16.0,30.1,80.08
444,1890.0,1.0,8.7,3.3,3.0,51.0,132.14000000000001
445,1890.0,2.0,6.3,0.3,12.0,18.7,74.16
446,1890.0,3.0,10.1,2.6,5.0,21.9,151.98000000000002
447,1890.0,4.0,11.9,3.0,6.0,25.8,176.38000000000002
448,1890.0,5.0,17.0,6.6,0.0,45.2,161.68
449,1890.0,6.0,19.0,9.7,0.0,44.6,161.68
450,1890.0,7.0,19.3,11.2,0.0,77.2,130.95999999999998
451,1890.0,8.0,19.4,10.8,0.0,62.7,132.06
452,1890.0,9.0,20.2,9.9,0.0,26.3,211.68
453,1890.0,10.0,14.0,5.7,1.0,33.6,185.82
454,1890.0,11.0,9.2,3.0,7.0,47.1,132.14000000000001
455,1890.0,12.0,0.2,-4.0,25.0,13.3,81.55999999999999
456,1891.0,1.0,4.3,-1.9,20.0,39.4,86.28
457,1891.0,2.0,8.9,-0.2,13.0,2.5,101.03999999999999
458,1891.0,3.0,7.9,0.9,13.0,35.4,86.78
459,1891.0,4.0,11.2,2.2,5.0,24.0,176.38000000000002
460,1891.0,5.0,14.1,5.6,2.0,65.8,97.58000000000001
461,1891.0,6.0,19.9,10.4,0.0,36.3,192.14000000000001
462,1891.0,7.0,19.3,10.7,0.0,62.3,132.06
463,1891.0,8.0,18.0,10.9,0.0,119.7,115.47999999999999
464,1891.0,9.0,18.6,9.8,0.0,36.8,192.14000000000001
465,1891.0,10.0,13.2,6.6,1.0,150.1,78.02000000000001
466,1891.0,11.0,8.4,3.2,3.0,62.6,97.58
467,1891.0,12.0,7.3,1.6,9.0,86.1,79.32000000000001
468,1892.0,1.0,4.8,-0.3,18.0,12.0,101.03999999999999
469,1892.0,2.0,6.4,0.9,9.0,18.6,74.16
470,1892.0,3.0,6.9,-0.9,23.0,9.5,101.03999999999999
471,1892.0,4.0,14.3,1.7,10.0,19.5,143.54000000000002
472,1892.0,5.0,17.1,6.9,3.0,32.8,198.38000000000002
473,1892.0,6.0,19.2,8.7,0.0,52.7,142.71999999999997
474,1892.0,7.0,18.9,10.3,0.0,84.4,135.61999999999998
475,1892.0,8.0,20.4,11.5,0.0,78.7,133.90000000000003
476,1892.0,9.0,16.9,8.9,0.0,59.1,132.06
477,1892.0,10.0,11.1,4.0,4.0,85.6,95.44000000000001
478,1892.0,11.0,9.4,3.8,6.0,49.2,132.14000000000001
479,1892.0,12.0,4.7,-0.6,17.0,25.3,79.44
480,1893.0,1.0,4.4,-0.3,15.0,43.1,86.78
481,1893.0,2.0,8.0,2.5,5.0,69.4,85.2
482,1893.0,3.0,13.7,1.7,12.0,9.4,109.96
483,1893.0,4.0,18.0,3.9,2.0,1.5,188.42
484,1893.0,5.0,19.4,7.7,0.0,23.1,211.68
485,1893.0,6.0,21.8,10.2,0.0,19.6,211.67999999999998
486,1893.0,7.0,21.6,12.5,0.0,98.9,106.7
487,1893.0,8.0,23.2,13.0,0.0,27.7,211.68
488,1893.0,9.0,18.6,8.9,0.0,16.0,207.56
489,1893.0,10.0,14.3,6.6,1.0,73.5,115.35999999999999
490,1893.0,11.0,8.2,1.7,12.0,42.5,86.78
491,1893.0,12.0,7.8,1.3,5.0,47.7,132.14000000000001
492,1894.0,1.0,6.1,1.2,9.0,49.6,117.32000000000001
493,1894.0,2.0,8.6,2.2,7.0,41.3,88.22
494,1894.0,3.0,11.8,2.2,5.0,45.0,100.84
495,1894.0,4.0,15.0,5.1,0.0,46.9,161.68
496,1894.0,5.0,14.1,5.3,1.0,39.3,165.7
497,1894.0,6.0,18.2,9.9,0.0,74.0,130.95999999999998
498,1894.0,7.0,20.6,12.0,0.0,84.8,135.61999999999998
499,1894.0,8.0,18.6,11.0,0.0,69.7,125.55999999999999
500,1894.0,9.0,16.0,8.3,0.0,47.1,161.68
501,1894.0,10.0,12.5,6.9,1.0,89.4,114.8
502,1894.0,11.0,10.6,5.4,0.0,126.1,76.02000000000001
503,1894.0,12.0,7.5,2.8,9.0,52.6,117.31999999999998
504,1895.0,1.0,3.1,-1.8,20.0,66.3,83.9
505,1895.0,2.0,1.8,-5.3,24.0,4.4,101.03999999999999
506,1895.0,3.0,10.0,2.0,9.0,39.2,88.22
507,1895.0,4.0,13.1,5.0,1.0,46.4,132.14000000000001
508,1895.0,5.0,19.0,7.3,0.0,4.6,202.01999999999998
509,1895.0,6.0,21.4,9.8,0.0,28.6,211.68
510,1895.0,7.0,20.4,12.2,0.0,91.5,140.88
511,1895.0,8.0,20.5,12.1,0.0,62.5,147.32
512,1895.0,9.0,22.4,9.9,0.0,16.4,207.56
513,1895.0,10.0,11.6,3.9,8.0,76.6,85.2
514,1895.0,11.0,11.1,5.4,1.0,113.5,89.3
515,1895.0,12.0,6.8,1.9,6.0,56.5,114.62
516,1896.0,1.0,7.2,2.4,5.0,16.8,133.7
517,1896.0,2.0,8.0,1.4,9.0,10.1,109.96
518,1896.0,3.0,11.4,4.3,3.0,69.0,99.0
519,1896.0,4.0,14.0,5.4,0.0,17.5,188.24
520,1896.0,5.0,18.2,6.6,1.0,6.1,202.01999999999998
521,1896.0,6.0,21.9,12.0,0.0,65.0,126.24000000000001
522,1896.0,7.0,22.8,12.1,0.0,37.4,192.14000000000001
523,1896.0,8.0,19.6,10.6,0.0,79.8,133.90000000000003
524,1896.0,9.0,17.0,10.7,0.0,152.6,76.74000000000001
525,1896.0,10.0,11.5,4.5,3.0,81.1,90.0
526,1896.0,11.0,7.8,1.6,8.0,21.8,127.25999999999999
527,1896.0,12.0,6.7,1.7,11.0,77.3,64.96
528,1897.0,1.0,3.9,-0.2,15.0,44.7,78.74
529,1897.0,2.0,8.8,4.1,2.0,60.0,97.91999999999999
530,1897.0,3.0,10.6,4.1,3.0,73.6,85.19999999999999
531,1897.0,4.0,11.6,4.1,2.0,53.5,125.38
532,1897.0,5.0,15.7,5.7,1.0,17.9,188.24
533,1897.0,6.0,20.6,11.2,0.0,74.1,130.95999999999998
534,1897.0,7.0,22.4,12.3,0.0,67.1,140.8
535,1897.0,8.0,20.9,12.1,0.0,108.9,121.88000000000002
536,1897.0,9.0,16.7,8.9,0.0,59.7,132.06
537,1897.0,10.0,14.2,6.3,0.0,36.0,185.82
538,1897.0,11.0,10.2,4.3,2.0,29.8,149.58
539,1897.0,12.0,7.6,1.9,10.0,65.5,75.34
540,1898.0,1.0,8.6,4.2,5.0,12.8,123.55999999999999
541,1898.0,2.0,8.5,2.0,7.0,32.9,122.0
542,1898.0,3.0,8.5,0.6,15.0,17.6,74.16
543,1898.0,4.0,13.6,3.7,4.0,36.0,165.7
544,1898.0,5.0,14.8,6.8,0.0,61.7,129.44
545,1898.0,6.0,18.8,9.5,0.0,34.8,192.14000000000001
546,1898.0,7.0,21.3,11.1,0.0,15.2,199.24
547,1898.0,8.0,22.4,12.5,0.0,43.8,182.56
548,1898.0,9.0,22.2,10.0,0.0,10.5,199.24
549,1898.0,10.0,14.6,8.4,0.0,125.6,98.7
550,1898.0,11.0,10.4,4.7,3.0,50.9,121.66
551,1898.0,12.0,10.1,5.1,4.0,65.2,75.34
552,1899.0,1.0,8.5,2.9,5.0,75.3,85.2
553,1899.0,2.0,9.5,2.1,10.0,51.2,117.31999999999998
554,1899.0,3.0,10.6,0.4,16.0,7.4,101.03999999999999
555,1899.0,4.0,12.2,5.1,2.0,48.8,132.14000000000001
556,1899.0,5.0,15.4,6.2,0.0,38.0,185.82
557,1899.0,6.0,22.0,10.3,0.0,20.3,211.67999999999998
558,1899.0,7.0,23.8,13.3,0.0,42.9,203.83999999999997
559,1899.0,8.0,24.9,12.3,0.0,47.6,195.32000000000002
560,1899.0,9.0,18.6,10.3,0.0,58.2,132.06
561,1899.0,10.0,14.1,4.7,2.0,70.1,99.0
562,1899.0,11.0,11.3,5.4,3.0,66.6,84.96
563,1899.0,12.0,5.0,-0.2,14.0,33.2,80.08
564,1900.0,1.0,7.2,2.1,5.0,58.5,116.97999999999999
565,1900.0,2.0,6.0,0.7,14.0,107.0,78.3
566,1900.0,3.0,7.2,0.9,8.0,12.9,109.96
567,1900.0,4.0,13.8,3.8,3.0,22.8,196.68
568,1900.0,5.0,15.2,6.3,0.0,34.0,185.82
569,1900.0,6.0,19.5,10.6,0.0,69.4,125.55999999999999
570,1900.0,7.0,24.3,13.4,0.0,22.4,211.68
571,1900.0,8.0,20.4,11.5,0.0,79.8,133.90000000000003
572,1900.0,9.0,19.6,9.2,0.0,10.4,199.24
573,1900.0,10.0,14.2,6.7,0.0,59.1,129.44
574,1900.0,11.0,10.3,5.4,2.0,42.2,158.16
575,1900.0,12.0,10.2,5.0,2.0,81.9,92.5
576,1901.0,1.0,6.0,1.0,15.0,26.9,84.47999999999999
577,1901.0,2.0,4.9,0.1,13.0,32.8,86.78
578,1901.0,3.0,7.6,1.2,8.0,36.1,88.22
579,1901.0,4.0,14.0,4.3,1.0,53.2,129.44
580,1901.0,5.0,17.4,6.2,1.0,31.8,185.82000000000002
581,1901.0,6.0,19.8,9.4,0.0,38.6,179.01999999999998
582,1901.0,7.0,23.8,13.2,0.0,118.1,115.47999999999999
583,1901.0,8.0,21.4,11.5,0.0,54.3,132.06
584,1901.0,9.0,18.5,10.0,0.0,47.0,166.78000000000003
585,1901.0,10.0,14.1,6.2,3.0,30.5,177.14000000000001
586,1901.0,11.0,8.1,1.7,11.0,13.4,93.1
587,1901.0,12.0,6.4,0.9,12.0,83.5,67.61999999999999
588,1902.0,1.0,7.8,2.6,10.0,17.1,113.58
589,1902.0,2.0,4.7,-0.5,18.0,26.9,66.4
590,1902.0,3.0,11.0,3.8,4.0,30.8,163.82
591,1902.0,4.0,12.7,3.5,4.0,30.6,163.82000000000002
592,1902.0,5.0,13.8,5.4,1.0,38.6,153.95999999999998
593,1902.0,6.0,18.5,9.8,0.0,50.1,168.2
594,1902.0,7.0,20.5,11.0,0.0,15.7,199.23999999999998
595,1902.0,8.0,19.6,11.1,0.0,56.0,132.06
596,1902.0,9.0,18.0,8.5,0.0,27.9,192.14000000000001
597,1902.0,10.0,13.0,6.8,0.0,39.0,164.01999999999998
598,1902.0,11.0,9.6,4.5,4.0,56.8,129.44
599,1902.0,12.0,7.0,2.5,7.0,33.9,129.45999999999998
600,1903.0,1.0,6.9,2.4,8.0,65.4,94.74
601,1903.0,2.0,10.5,4.5,1.0,19.8,188.24
602,1903.0,3.0,11.1,4.3,0.0,77.1,115.35999999999999
603,1903.0,4.0,11.0,2.6,9.0,58.5,133.68
604,1903.0,5.0,16.2,7.2,0.0,111.0,123.72
605,1903.0,6.0,17.5,8.9,0.0,141.8,81.14000000000001
606,1903.0,7.0,20.7,11.9,0.0,88.2,140.88
607,1903.0,8.0,18.8,10.9,0.0,84.7,135.61999999999998
608,1903.0,9.0,17.8,9.7,0.0,39.3,179.01999999999998
609,1903.0,10.0,14.0,8.5,0.0,163.3,73.24
610,1903.0,11.0,9.6,3.9,4.0,38.2,129.46
611,1903.0,12.0,5.7,1.6,10.0,26.5,89.85999999999999
612,1904.0,1.0,6.8,1.4,10.0,79.1,74.03999999999999
613,1904.0,2.0,6.4,1.5,8.0,76.0,85.2
614,1904.0,3.0,8.3,1.6,7.0,26.4,148.82
615,1904.0,4.0,13.8,5.4,0.0,20.4,188.24
616,1904.0,5.0,15.6,7.4,0.0,81.7,122.58000000000001
617,1904.0,6.0,18.8,9.2,0.0,26.5,211.68
618,1904.0,7.0,23.2,13.0,0.0,85.1,140.88000000000002
619,1904.0,8.0,20.6,11.0,0.0,38.7,192.14000000000001
620,1904.0,9.0,17.3,7.9,0.0,31.6,192.14000000000001
621,1904.0,10.0,13.5,6.3,1.0,21.8,190.44
622,1904.0,11.0,8.5,2.0,11.0,39.5,85.72
623,1904.0,12.0,6.4,1.6,11.0,46.9,103.16000000000001
624,1905.0,1.0,6.3,0.4,15.0,19.9,74.16
625,1905.0,2.0,8.4,3.2,2.0,10.2,109.46
626,1905.0,3.0,11.1,3.9,2.0,75.7,85.2
627,1905.0,4.0,11.5,4.5,1.0,49.0,132.14000000000001
628,1905.0,5.0,16.7,6.1,1.0,19.5,188.24
629,1905.0,6.0,19.5,10.9,0.0,105.1,133.48
630,1905.0,7.0,23.3,13.4,0.0,4.0,218.83999999999997
631,1905.0,8.0,19.7,11.4,0.0,80.4,135.62000000000003
632,1905.0,9.0,16.8,9.4,0.0,32.5,192.14000000000001
633,1905.0,10.0,11.4,3.8,6.0,35.4,129.46
634,1905.0,11.0,8.3,2.2,7.0,75.5,85.2
635,1905.0,12.0,7.0,2.2,7.0,25.1,127.25999999999999
636,1906.0,1.0,8.4,3.1,3.0,89.3,106.4
637,1906.0,2.0,6.6,0.7,10.0,40.4,88.22
638,1906.0,3.0,9.3,2.1,9.0,32.2,120.55999999999999
639,1906.0,4.0,13.8,2.1,9.0,9.0,109.96
640,1906.0,5.0,15.5,7.2,0.0,45.0,161.68
641,1906.0,6.0,20.2,9.3,0.0,86.9,140.88
642,1906.0,7.0,22.2,11.6,0.0,26.7,211.68
643,1906.0,8.0,23.4,12.6,0.0,25.4,211.68
644,1906.0,9.0,20.4,9.4,0.0,25.0,211.68
645,1906.0,10.0,14.9,8.3,0.0,104.8,88.04
646,1906.0,11.0,10.5,4.7,3.0,82.4,79.32
647,1906.0,12.0,6.2,0.6,13.0,48.3,103.16
648,1907.0,1.0,6.3,1.1,10.0,15.5,109.96
649,1907.0,2.0,6.3,0.3,13.0,28.6,80.08
650,1907.0,3.0,12.1,1.8,8.0,21.3,130.42
651,1907.0,4.0,12.6,4.1,1.0,57.4,125.46000000000001
652,1907.0,5.0,15.9,7.3,0.0,59.6,129.44
653,1907.0,6.0,16.8,9.5,0.0,75.1,130.96
654,1907.0,7.0,19.2,10.4,0.0,86.0,140.88
655,1907.0,8.0,19.3,11.0,0.0,34.9,192.14000000000001
656,1907.0,9.0,19.7,9.0,0.0,18.1,207.6
657,1907.0,10.0,13.7,7.0,0.0,135.9,81.14000000000001
658,1907.0,11.0,10.2,4.2,2.0,57.5,129.44
659,1907.0,12.0,7.8,3.0,3.0,97.7,81.46000000000001
660,1908.0,1.0,5.5,-0.4,18.0,42.4,71.74
661,1908.0,2.0,8.6,2.7,4.0,22.2,151.98
662,1908.0,3.0,8.3,1.5,6.0,67.7,77.36
663,1908.0,4.0,10.4,2.4,10.0,109.4,68.72
664,1908.0,5.0,17.6,9.0,0.0,37.2,179.01999999999998
665,1908.0,6.0,20.5,9.8,0.0,43.1,169.07999999999998
666,1908.0,7.0,21.5,12.2,0.0,54.2,149.06
667,1908.0,8.0,20.0,10.7,0.0,77.0,130.96
668,1908.0,9.0,17.0,9.4,0.0,41.9,171.12000000000003
669,1908.0,10.0,16.1,8.1,1.0,29.7,192.14000000000001
670,1908.0,11.0,11.1,5.0,3.0,28.6,149.57999999999998
671,1908.0,12.0,6.5,1.6,5.0,49.9,100.38
672,1909.0,1.0,6.2,1.1,12.0,20.9,74.16
673,1909.0,2.0,6.5,-0.6,17.0,10.6,101.03999999999999
674,1909.0,3.0,7.1,1.2,9.0,63.7,116.75999999999999
675,1909.0,4.0,15.1,3.5,5.0,50.2,128.18
676,1909.0,5.0,17.3,5.4,0.0,48.1,166.78000000000003
677,1909.0,6.0,16.1,8.8,0.0,101.4,106.7
678,1909.0,7.0,19.6,11.7,0.0,61.5,147.32
679,1909.0,8.0,21.2,11.7,0.0,83.7,135.62000000000003
680,1909.0,9.0,16.1,9.1,0.0,79.1,130.96
681,1909.0,10.0,14.1,8.1,2.0,90.8,114.8
682,1909.0,11.0,8.3,2.3,10.0,16.1,62.760000000000005
683,1909.0,12.0,7.3,1.9,9.0,78.4,64.96
684,1910.0,1.0,6.7,1.6,9.0,40.4,88.22
685,1910.0,2.0,8.6,2.8,4.0,74.8,85.2
686,1910.0,3.0,10.6,1.9,10.0,15.4,93.1
687,1910.0,4.0,11.8,4.2,3.0,73.0,85.20000000000002
688,1910.0,5.0,16.5,7.3,1.0,52.6,142.71999999999997
689,1910.0,6.0,19.9,11.3,0.0,75.7,130.96
690,1910.0,7.0,18.3,11.1,0.0,51.1,171.78
691,1910.0,8.0,19.5,12.0,0.0,48.0,195.32000000000002
692,1910.0,9.0,17.1,9.1,0.0,11.2,184.47999999999996
693,1910.0,10.0,14.2,8.5,0.0,94.6,113.47999999999999
694,1910.0,11.0,6.9,0.4,17.0,78.6,65.11999999999999
695,1910.0,12.0,8.8,4.7,1.0,125.9,76.02000000000001
696,1911.0,1.0,6.3,1.3,9.0,20.4,94.34
697,1911.0,2.0,8.0,2.4,6.0,35.3,88.22
698,1911.0,3.0,8.5,2.7,2.0,41.7,95.88
699,1911.0,4.0,12.2,4.2,6.0,29.6,163.82
700,1911.0,5.0,18.6,8.4,0.0,56.0,132.06
701,1911.0,6.0,20.1,10.5,0.0,30.2,192.14000000000001
702,1911.0,7.0,26.1,13.1,0.0,10.8,199.23999999999995
703,1911.0,8.0,24.9,14.0,0.0,26.1,211.68
704,1911.0,9.0,21.4,9.4,0.0,36.5,192.14000000000001
705,1911.0,10.0,13.4,6.7,1.0,62.6,108.35999999999999
706,1911.0,11.0,9.3,3.6,4.0,61.9,125.46000000000001
707,1911.0,12.0,9.1,4.6,1.0,126.9,91.22
708,1912.0,1.0,6.8,1.7,9.0,111.5,69.55999999999999
709,1912.0,2.0,8.8,3.7,6.0,54.2,110.55999999999999
710,1912.0,3.0,10.8,5.0,0.0,83.3,97.82000000000001
711,1912.0,4.0,14.7,3.8,2.0,0.6,170.47999999999996
712,1912.0,5.0,17.5,8.8,0.0,55.2,132.06
713,1912.0,6.0,18.6,10.2,0.0,83.0,135.61999999999998
714,1912.0,7.0,21.1,12.5,0.0,78.7,144.0
715,1912.0,8.0,17.1,10.0,0.0,123.6,124.22
716,1912.0,9.0,15.2,7.7,0.0,29.8,192.14000000000001
717,1912.0,10.0,13.3,3.9,7.0,80.8,92.5
718,1912.0,11.0,9.2,4.1,3.0,47.2,100.38
719,1912.0,12.0,10.1,5.0,1.0,85.9,87.72
720,1913.0,1.0,7.6,3.0,5.0,77.0,85.2
721,1913.0,2.0,7.8,1.9,9.0,24.9,117.62
722,1913.0,3.0,10.4,3.3,4.0,68.1,102.72
723,1913.0,4.0,12.2,4.7,1.0,96.8,106.7
724,1913.0,5.0,17.0,7.8,0.0,68.4,100.71999999999998
725,1913.0,6.0,19.9,10.0,0.0,14.5,199.23999999999998
726,1913.0,7.0,19.6,11.4,0.0,20.1,207.6
727,1913.0,8.0,21.0,11.1,0.0,20.4,207.6
728,1913.0,9.0,18.6,10.8,0.0,47.6,185.42000000000002
729,1913.0,10.0,15.0,8.5,1.0,120.9,115.47999999999999
730,1913.0,11.0,11.9,5.7,2.0,63.6,108.36000000000001
731,1913.0,12.0,7.5,2.8,10.0,24.2,72.52
732,1914.0,1.0,6.0,1.2,13.0,13.9,108.78000000000002
733,1914.0,2.0,10.4,3.8,2.0,51.4,108.85999999999999
734,1914.0,3.0,10.1,3.3,6.0,92.0,110.17999999999999
735,1914.0,4.0,15.9,4.7,0.0,29.8,177.14000000000001
736,1914.0,5.0,16.6,6.4,2.0,37.1,164.01999999999998
737,1914.0,6.0,20.8,10.0,0.0,77.4,130.96
738,1914.0,7.0,20.9,12.2,0.0,77.7,144.0
739,1914.0,8.0,21.8,12.1,0.0,47.3,195.32
740,1914.0,9.0,19.5,8.3,0.0,22.2,190.44
741,1914.0,10.0,14.6,7.2,0.0,74.8,130.95999999999998
742,1914.0,11.0,10.2,4.0,6.0,74.1,85.2
743,1914.0,12.0,8.0,2.6,6.0,147.9,76.74
744,1915.0,1.0,6.5,2.2,6.0,81.1,74.03999999999999
745,1915.0,2.0,7.9,1.9,7.0,91.7,92.17999999999999
746,1915.0,3.0,9.3,1.8,11.0,33.1,82.58
747,1915.0,4.0,12.9,3.5,1.0,21.0,183.48000000000002
748,1915.0,5.0,17.1,6.4,0.0,90.3,127.78
749,1915.0,6.0,20.6,9.5,0.0,35.1,192.14000000000001
750,1915.0,7.0,19.7,11.3,0.0,114.1,130.01999999999998
751,1915.0,8.0,20.8,12.2,0.0,35.2,195.45999999999998
752,1915.0,9.0,18.8,8.6,0.0,74.3,130.95999999999998
753,1915.0,10.0,12.7,6.3,2.0,53.3,132.23999999999998
754,1915.0,11.0,6.9,0.1,15.0,64.6,100.82000000000001
755,1915.0,12.0,9.0,3.5,6.0,127.1,75.6
756,1916.0,1.0,10.3,5.1,0.0,38.1,124.42
757,1916.0,2.0,6.5,1.1,10.0,97.3,91.05999999999999
758,1916.0,3.0,6.5,1.1,9.0,131.8,75.6
759,1916.0,4.0,13.9,4.3,1.0,25.2,172.38
760,1916.0,5.0,17.3,7.6,0.0,51.6,158.3
761,1916.0,6.0,15.9,8.1,0.0,46.9,158.3
762,1916.0,7.0,20.9,11.0,0.0,45.3,203.98
763,1916.0,8.0,21.8,12.6,0.0,102.9,133.48000000000002
764,1916.0,9.0,17.6,9.0,0.0,23.3,190.44
765,1916.0,10.0,14.6,8.2,2.0,93.7,113.47999999999999
766,1916.0,11.0,9.4,3.8,4.0,85.6,79.32000000000001
767,1916.0,12.0,4.1,-0.6,18.0,72.3,54.64
768,1917.0,1.0,3.2,0.1,18.0,36.5,86.28
769,1917.0,2.0,4.3,-1.4,16.0,32.0,86.28
770,1917.0,3.0,6.9,0.0,15.0,45.5,80.9
771,1917.0,4.0,10.5,1.8,11.0,41.5,88.22
772,1917.0,5.0,19.5,8.2,0.0,42.0,180.71999999999997
773,1917.0,6.0,21.4,10.8,0.0,56.4,147.11999999999998
774,1917.0,7.0,21.1,11.9,0.0,82.9,140.88
775,1917.0,8.0,19.0,12.7,0.0,101.3,106.7
776,1917.0,9.0,18.7,10.8,0.0,43.1,203.98
777,1917.0,10.0,12.2,4.0,1.0,106.0,79.96000000000001
778,1917.0,11.0,10.6,5.3,2.0,17.3,164.57999999999998
779,1917.0,12.0,4.7,-0.7,18.0,24.5,61.36
780,1918.0,1.0,6.4,1.3,13.0,69.6,75.46
781,1918.0,2.0,9.2,3.9,5.0,27.9,137.26
782,1918.0,3.0,10.9,2.1,7.0,19.8,131.98
783,1918.0,4.0,10.5,3.6,2.0,81.5,85.2
784,1918.0,5.0,19.1,8.0,0.0,47.0,159.82
785,1918.0,6.0,18.9,8.5,0.0,33.3,192.14000000000001
786,1918.0,7.0,20.8,11.7,0.0,100.6,134.23999999999998
787,1918.0,8.0,21.1,12.0,0.0,30.5,192.14
788,1918.0,9.0,16.1,9.0,0.0,126.1,124.22
789,1918.0,10.0,12.6,6.4,0.0,44.3,111.34
790,1918.0,11.0,9.2,2.1,11.0,49.5,98.44
791,1918.0,12.0,9.9,5.0,2.0,59.5,125.46000000000001
792,1919.0,1.0,5.2,0.6,12.0,85.5,62.32000000000001
793,1919.0,2.0,4.3,-1.0,15.0,55.7,92.66
794,1919.0,3.0,7.5,1.0,11.0,97.9,91.05999999999999
795,1919.0,4.0,11.8,3.3,7.0,57.1,133.68
796,1919.0,5.0,19.5,7.8,0.0,15.6,202.67999999999998
797,1919.0,6.0,20.4,9.7,0.0,17.9,207.95999999999998
798,1919.0,7.0,18.7,10.2,0.0,59.7,132.07999999999998
799,1919.0,8.0,22.4,12.0,0.0,72.5,147.92000000000002
800,1919.0,9.0,18.0,8.7,1.0,31.5,192.13999999999996
801,1919.0,10.0,12.1,2.3,5.0,38.2,92.78
802,1919.0,11.0,6.1,1.0,12.0,21.8,61.44
803,1919.0,12.0,8.6,3.2,3.0,112.3,89.3
804,1920.0,1.0,8.6,2.8,6.0,54.3,136.48
805,1920.0,2.0,9.9,2.7,6.0,16.1,76.88
806,1920.0,3.0,12.0,3.8,3.0,41.8,112.08
807,1920.0,4.0,12.0,5.9,0.0,78.5,115.35999999999999
808,1920.0,5.0,17.1,7.8,0.0,42.9,183.35999999999999
809,1920.0,6.0,19.6,10.1,0.0,81.2,135.62
810,1920.0,7.0,18.2,11.0,0.0,119.0,115.05999999999999
811,1920.0,8.0,18.0,9.7,0.0,28.5,192.14000000000001
812,1920.0,9.0,18.1,9.3,0.0,45.0,183.35999999999999
813,1920.0,10.0,14.5,6.6,1.0,48.9,158.3
814,1920.0,11.0,9.8,3.4,7.0,35.1,92.41999999999999
815,1920.0,12.0,6.8,2.2,9.0,58.9,119.23999999999998
816,1921.0,1.0,9.9,5.2,2.0,62.4,116.97999999999999
817,1921.0,2.0,8.6,1.4,7.0,14.3,76.88
818,1921.0,3.0,11.8,4.1,1.0,23.8,172.38000000000002
819,1921.0,4.0,14.2,3.9,3.0,23.1,183.48000000000002
820,1921.0,5.0,17.5,6.9,1.0,38.0,164.01999999999998
821,1921.0,6.0,21.4,9.5,0.0,8.7,212.67999999999998
822,1921.0,7.0,26.1,13.3,0.0,7.2,217.24
823,1921.0,8.0,20.9,12.1,0.0,41.9,203.97999999999996
824,1921.0,9.0,20.6,9.3,0.0,43.6,203.98
825,1921.0,10.0,18.9,8.2,0.0,32.5,192.14000000000001
826,1921.0,11.0,8.0,1.7,12.0,42.9,90.32
827,1921.0,12.0,9.4,3.6,5.0,40.9,84.47999999999999
828,1922.0,1.0,7.1,1.3,13.0,61.2,119.96
829,1922.0,2.0,8.3,1.4,11.0,58.0,119.96
830,1922.0,3.0,8.5,1.8,8.0,48.9,99.16
831,1922.0,4.0,10.4,1.9,7.0,71.9,85.2
832,1922.0,5.0,19.9,8.1,0.0,34.0,202.26
833,1922.0,6.0,19.9,9.3,0.0,30.3,192.14000000000001
834,1922.0,7.0,18.5,10.4,0.0,90.2,118.53999999999999
835,1922.0,8.0,18.1,10.1,0.0,130.4,103.82000000000001
836,1922.0,9.0,16.9,8.8,0.0,35.4,151.38
837,1922.0,10.0,12.9,4.0,6.0,12.7,107.12
838,1922.0,11.0,9.0,2.3,8.0,31.2,80.49999999999999
839,1922.0,12.0,8.4,3.9,1.0,66.4,92.88
840,1923.0,1.0,8.4,2.2,4.0,40.6,99.97999999999999
841,1923.0,2.0,8.8,3.7,2.0,91.3,111.83999999999999
842,1923.0,3.0,9.8,3.6,1.0,66.8,118.4
843,1923.0,4.0,12.2,4.3,2.0,57.9,125.46
844,1923.0,5.0,14.7,6.0,1.0,36.6,164.01999999999998
845,1923.0,6.0,17.3,8.8,0.0,10.8,201.08
846,1923.0,7.0,23.4,13.5,0.0,37.9,212.35999999999999
